"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
27913,140000,"2","1","2",26,0,0,0,0,0,0,137814,135268,211573,132053,101759,108712,873589,1684288,896060,621037,426531,0,"Y"
27914,10000,"2","2","1",26,2,2,2,2,2,0,2751,5018,4787,6191,5954,6264,873589,0,896060,0,426531,528665,"N"
27915,80000,"2","1","2",27,0,0,0,0,0,0,36985,38071,38957,40309,41627,42952,873589,1684288,896060,621037,426531,528665,"Y"
27917,110000,"2","1","2",28,0,0,0,0,0,0,52684,54124,73557,76884,47918,40954,873589,1684288,896060,621037,426531,528665,"Y"
27918,180000,"2","1","2",29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
27922,220000,"2","1","2",28,0,0,0,0,0,0,215822,196354,202663,198924,194940,92948,873589,1684288,896060,621037,426531,528665,"N"
27923,30000,"2","1","2",28,1,2,2,2,2,0,24360,23688,26819,27119,25042,25478,0,1684288,896060,0,426531,528665,"Y"
27924,2e+05,"2","1","2",26,0,0,0,0,-2,-2,196171,201184,200647,-1552,-1534,-1501,873589,1684288,896060,0,426531,528665,"N"
27925,130000,"2","2","1",26,0,0,0,0,0,0,45595,46645,47373,45904,46860,47599,873589,1684288,896060,621037,426531,528665,"N"
27926,360000,"2","1","2",26,2,2,-2,-2,-2,-2,2521,0,0,0,0,0,0,0,0,0,0,0,"N"
27927,140000,"2","1","2",27,0,0,0,0,0,0,27805,28870,29931,31458,35760,37038,873589,1684288,896060,621037,426531,528665,"N"
27929,150000,"2","1","2",28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
27930,20000,"2","2","1",28,2,2,2,0,0,0,17021,18419,17823,19067,19216,18854,873589,0,896060,621037,426531,528665,"Y"
27931,130000,"2","2","2",28,2,0,0,0,0,0,7991,9007,10032,11045,11257,11487,873589,1684288,896060,621037,426531,528665,"N"
27932,190000,"2","1","2",29,0,0,0,0,0,0,28111,29335,30154,31251,32732,33555,873589,1684288,896060,621037,426531,528665,"N"
27933,140000,"2","1","2",25,2,0,0,0,0,0,26641,28880,34065,36077,40020,45441,873589,1684288,896060,621037,426531,528665,"Y"
27935,180000,"2","1","2",28,-1,-1,-1,0,-1,-1,2407,5439,5692,39357,3252,2628,873589,1684288,896060,621037,426531,528665,"N"
27936,50000,"2","2","2",28,0,0,0,0,2,0,23339,24349,25383,27952,27206,27773,873589,1684288,896060,0,426531,528665,"N"
27937,80000,"2","2","1",27,-1,-1,-1,-1,-1,-1,2832,2025,0,717,2892,5566,873589,0,896060,621037,426531,0,"Y"
27938,120000,"2","2","2",27,1,1,-2,-2,-2,-2,11246,0,0,0,0,0,0,0,0,0,0,0,"Y"
27939,420000,"2","2","2",28,0,0,0,0,0,0,89850,82272,78852,76543,78070,79813,873589,1684288,896060,621037,426531,528665,"N"
27940,90000,"2","2","1",27,1,-1,-1,-1,-1,-1,0,1196,-21,2125,3491,1505,873589,0,896060,621037,426531,0,"Y"
27941,70000,"2","1","2",27,0,0,0,0,0,0,42844,47065,62721,28962,16363,21182,873589,1684288,896060,621037,426531,528665,"N"
27942,2e+05,"2","2","2",27,0,0,-1,-1,-2,-2,37120,18439,18903,0,0,0,873589,1684288,896060,0,0,0,"N"
27943,240000,"2","1","2",28,0,0,0,0,0,0,30195,29131,16727,13958,2042,4542,873589,1684288,896060,0,426531,528665,"N"
27944,360000,"2","1","2",28,-1,-1,-1,-1,-1,-1,336,0,603,0,1098,0,0,1684288,0,621037,0,528665,"N"
27945,180000,"2","1","2",28,0,0,0,0,0,0,20121,22088,11731,14928,7205,13,873589,1684288,896060,621037,0,528665,"N"
27946,160000,"2","1","2",27,-1,-1,-1,-1,0,-1,347,529,1763,447,243,853,873589,1684288,896060,0,426531,528665,"N"
27947,20000,"2","2","2",29,0,0,0,0,0,0,12738,8422,9764,10950,13974,9996,873589,1684288,896060,621037,426531,0,"N"
27948,30000,"2","3","2",28,2,0,0,-1,-1,0,1978,1512,0,208,24806,25023,873589,0,896060,621037,426531,528665,"N"
27949,230000,"2","1","2",28,0,0,0,0,0,0,45395,41605,38900,37095,36281,33553,873589,1684288,896060,621037,426531,528665,"N"
27950,240000,"2","1","2",29,0,-1,0,0,0,0,10771,30406,15607,20526,15322,24356,873589,1684288,896060,621037,426531,528665,"N"
27951,2e+05,"2","1","2",27,0,0,2,2,2,2,159238,172054,167883,179154,174773,179360,873589,0,896060,0,426531,528665,"Y"
27952,280000,"2","2","2",28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
27954,50000,"2","1","2",25,0,0,0,0,0,0,44663,45791,47420,40369,31025,29715,873589,1684288,896060,621037,426531,528665,"N"
27955,2e+05,"2","3","1",26,0,0,0,0,0,0,201645,202480,197874,145055,137266,131450,873589,1684288,896060,621037,426531,528665,"Y"
27956,140000,"2","2","1",27,2,-1,-1,-1,0,0,818,805,840,1655,857,770,873589,1684288,896060,0,426531,528665,"N"
27957,160000,"2","1","2",29,-1,-1,0,0,0,0,20250,3326,9338,8457,5683,1346,873589,1684288,896060,621037,0,0,"N"
27959,20000,"2","1","2",28,2,2,2,2,2,2,15505,18407,17808,19684,19108,21654,873589,0,896060,0,426531,0,"Y"
27960,170000,"2","2","1",29,-2,-2,-2,-2,-2,-2,-782,-779,-776,-773,-1141,-1506,0,0,0,0,0,0,"N"
27961,140000,"2","2","2",27,-1,-1,-1,-1,-1,-1,1215,3746,427,431,6613,0,873589,1684288,896060,621037,0,528665,"N"
27963,70000,"2","2","2",25,1,2,0,0,0,0,73185,70256,70657,71314,70948,72509,0,1684288,896060,621037,426531,0,"N"
27964,50000,"2","3","2",28,0,0,0,0,0,0,51419,50510,49664,49270,30269,30551,873589,1684288,896060,621037,426531,528665,"Y"
27965,80000,"2","2","1",28,0,0,0,0,-1,0,150652,52225,81144,71443,28710,27814,873589,1684288,896060,621037,426531,528665,"Y"
27966,360000,"2","2","1",29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
27970,110000,"2","2","2",28,0,0,0,0,0,0,79619,81508,83314,85046,86104,88106,873589,1684288,896060,621037,426531,528665,"Y"
27971,230000,"2","2","2",28,0,0,0,0,0,-1,29523,4852,7659,9229,2577,6038,873589,1684288,896060,0,426531,528665,"N"
27972,110000,"2","2","2",29,0,0,2,2,2,2,18863,21126,16483,16893,8740,8907,873589,1684288,896060,0,426531,0,"Y"
27973,2e+05,"2","1","2",28,-1,-1,-1,-1,-1,-1,1852,4442,29670,25805,488,1462,873589,1684288,896060,621037,426531,528665,"N"
27974,60000,"2","1","1",28,-1,-1,-1,-1,-1,-1,2877,1503,1685,1398,1492,1660,873589,1684288,896060,621037,426531,528665,"N"
27975,310000,"2","3","2",28,0,0,0,0,0,0,240821,220798,179190,116706,109600,114720,873589,1684288,896060,621037,426531,528665,"N"
27976,160000,"2","3","2",27,1,-1,-1,-1,-1,-1,-13,3367,7700,12252,1265,0,873589,1684288,896060,621037,0,0,"N"
27977,180000,"2","1","1",27,0,0,0,0,0,0,152168,155186,158437,161659,164878,168354,873589,1684288,896060,621037,426531,528665,"N"
27980,160000,"2","1","2",28,-1,-1,-2,-2,-2,-2,188,0,0,0,0,0,0,0,0,0,0,0,"N"
27981,2e+05,"2","1","2",28,-2,-2,-2,-2,-2,-2,7664,8020,1524,6333,4171,0,873589,1684288,896060,621037,0,528665,"N"
27982,60000,"2","3","2",28,0,0,0,0,0,0,59707,51252,42462,35843,28746,28036,873589,1684288,896060,621037,426531,528665,"N"
27984,60000,"2","1","2",28,0,0,2,0,0,0,6448,10613,10323,11345,11500,21028,873589,0,896060,621037,426531,528665,"Y"
27985,50000,"2","1","2",31,-1,0,-1,-1,-1,-2,12720,34509,12757,3953,0,0,873589,1684288,896060,0,0,0,"N"
27986,120000,"2","2","2",29,0,0,0,0,0,0,96403,97805,99232,100586,100461,101506,873589,1684288,896060,621037,426531,528665,"N"
27987,250000,"2","1","2",30,-1,0,0,0,0,-1,18790,21599,23990,37397,26388,4875,873589,1684288,896060,621037,426531,528665,"N"
27988,180000,"2","1","1",30,-1,-1,-1,-1,-1,-1,1860,1849,2861,803,2038,1440,873589,1684288,896060,621037,426531,528665,"Y"
27990,360000,"2","2","1",30,0,0,-2,-2,-2,-2,19979,-101,-6775,-5255,-2296,-316,873589,0,896060,621037,426531,528665,"N"
27992,110000,"2","2","1",29,0,0,0,-2,-1,2,27371,17390,0,0,3198,3027,873589,0,0,621037,0,528665,"N"
27993,270000,"2","2","2",29,-1,-1,-1,-1,0,0,89005,17146,18117,147183,170272,170277,873589,1684288,896060,621037,426531,528665,"N"
27994,50000,"2","1","2",29,0,0,2,0,0,0,6148,8968,8273,8609,9360,9848,873589,0,896060,621037,426531,528665,"N"
27995,220000,"2","2","1",29,0,0,0,0,0,0,142856,141586,131865,118930,115302,97199,873589,1684288,896060,621037,426531,528665,"N"
27996,80000,"2","2","2",30,-1,-1,0,-1,0,0,4155,1800,6813,1768,8343,-789,873589,1684288,896060,621037,0,528665,"N"
27997,180000,"2","1","2",31,-2,-2,-2,-2,-2,-2,4576,1834,1659,0,4846,0,873589,1684288,0,621037,0,0,"N"
27999,230000,"2","2","1",30,0,0,0,0,0,0,234492,228432,216209,215824,174205,174457,873589,1684288,896060,621037,426531,528665,"N"
28000,90000,"2","5","2",31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
28002,150000,"2","1","2",29,0,0,0,0,0,0,145170,140248,136240,106039,98874,94536,873589,1684288,896060,621037,426531,528665,"N"
28003,230000,"2","1","2",29,2,-1,-1,-1,-1,-1,751,762,772,782,762,331,873589,1684288,896060,621037,426531,528665,"N"
28004,510000,"2","1","2",30,-1,-1,-1,-1,0,0,71141,481402,559732,163648,117495,116676,873589,1684288,896060,621037,426531,528665,"N"
28005,20000,"2","2","2",30,1,2,0,0,0,0,20160,17881,19024,7937,19825,20057,0,1684288,896060,621037,426531,528665,"Y"
28007,110000,"2","2","2",24,0,0,0,0,0,0,6233,7962,9662,11483,13282,15064,873589,1684288,896060,621037,426531,0,"N"
28008,250000,"2","2","1",25,0,0,0,0,0,0,24917,26441,24170,22370,20595,17975,873589,1684288,896060,621037,426531,528665,"N"
28009,240000,"2","1","3",29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
28011,420000,"2","2","2",29,0,0,0,0,0,0,267047,272591,278380,284739,301423,308568,873589,1684288,896060,621037,426531,528665,"N"
28012,170000,"2","5","2",30,0,0,0,0,0,0,66814,51355,38815,32469,24610,21997,873589,1684288,896060,621037,426531,528665,"N"
28013,220000,"2","1","2",28,-1,0,-1,0,-1,-1,6629,8344,2138,4747,7248,6593,873589,1684288,896060,621037,426531,528665,"N"
28014,160000,"2","2","2",28,-2,-2,-2,-2,-2,-2,2197,644,2094,5462,2257,1855,873589,1684288,896060,621037,426531,528665,"N"
28017,140000,"2","2","1",27,-2,-2,-2,-2,-2,-2,476,0,1695,0,2265,0,0,1684288,0,621037,0,528665,"Y"
28020,30000,"2","2","2",29,2,0,0,0,-2,-2,28550,16439,18143,0,0,0,873589,1684288,0,0,0,0,"Y"
28021,80000,"2","2","1",29,2,0,0,0,0,0,80138,79415,81186,49472,49114,50272,873589,1684288,896060,621037,426531,528665,"N"
28022,4e+05,"2","1","2",29,-1,-1,0,0,0,0,5591,13037,22424,26389,41653,16733,873589,1684288,896060,621037,426531,528665,"N"
28023,150000,"2","2","2",27,0,0,0,0,0,0,88950,92528,82135,67911,69290,70812,873589,1684288,896060,621037,426531,528665,"N"
28024,180000,"2","2","1",32,0,0,0,0,0,0,95938,85923,77034,69572,62981,59508,873589,1684288,896060,621037,426531,528665,"N"
28025,360000,"2","3","1",32,0,0,0,0,0,0,227704,206261,182994,186054,188401,191922,873589,1684288,896060,621037,426531,528665,"N"
28026,160000,"2","1","1",30,-1,-1,-1,0,-1,-1,973,3607,3639,2710,6097,4865,873589,1684288,896060,621037,426531,528665,"Y"
28027,80000,"2","2","2",30,0,0,2,0,0,0,80679,84051,79964,79256,53863,49511,873589,0,896060,621037,426531,528665,"N"
28029,50000,"2","2","1",33,0,0,0,-1,0,0,34494,28254,7112,28034,28482,29075,873589,1684288,896060,621037,426531,528665,"Y"
28030,50000,"2","2","1",34,-2,-1,0,0,0,0,50682,50648,50695,50479,40133,-21362,873589,1684288,896060,621037,426531,528665,"N"
28032,2e+05,"2","2","1",30,-2,-2,-2,-2,-2,-2,42532,0,0,0,7693,21230,0,0,0,621037,426531,0,"N"
28033,50000,"2","1","2",29,2,0,0,2,0,0,50494,48380,51160,48167,19440,19273,873589,1684288,0,621037,426531,528665,"N"
28034,140000,"2","1","2",30,0,0,2,0,0,2,78105,84786,82558,80371,85286,84698,873589,0,896060,621037,0,528665,"N"
28035,310000,"2","1","2",29,0,-1,0,-1,-1,-1,8498,14626,21965,4396,827,2932,873589,1684288,896060,621037,426531,528665,"N"
28036,430000,"2","3","2",30,0,0,0,0,0,0,308758,304491,277836,251454,236990,203543,873589,1684288,896060,621037,426531,528665,"N"
28037,1e+05,"2","1","2",30,0,0,0,0,0,0,89274,91105,93453,95105,75726,77362,873589,1684288,896060,621037,426531,528665,"N"
28038,5e+05,"2","1","2",29,0,0,0,0,-1,-1,28557,33048,42376,36616,12142,426520,873589,1684288,896060,621037,426531,528665,"N"
28040,140000,"2","1","2",29,0,0,2,0,0,0,135456,144942,141309,137397,93281,95388,873589,1684288,896060,621037,426531,528665,"N"
28041,2e+05,"2","2","1",30,-2,-1,2,-1,-1,-2,0,1549,815,2754,17565,1156,873589,1684288,896060,621037,426531,528665,"N"
28043,1e+05,"2","1","2",28,0,0,0,2,0,0,10912,11725,14510,10809,11026,12681,873589,1684288,0,621037,426531,528665,"Y"
28044,180000,"2","4","1",28,2,0,0,0,0,0,117359,115177,73772,64648,2537,0,873589,1684288,896060,0,0,0,"N"
28045,190000,"2","1","2",28,0,0,0,0,0,0,141690,143449,146916,151867,153523,156661,873589,1684288,896060,621037,426531,528665,"N"
28046,50000,"2","1","2",28,0,0,0,0,0,0,48806,47734,49874,49334,29748,29648,873589,1684288,896060,621037,426531,528665,"N"
28048,30000,"2","2","1",30,-1,2,-1,-1,-1,-1,5003,889,935,0,1086,3404,0,1684288,896060,621037,426531,528665,"N"
28049,180000,"2","2","2",29,-1,-1,-2,-2,-2,-2,4202,0,0,0,0,0,0,0,0,0,0,0,"N"
28051,390000,"2","1","2",29,0,0,0,0,0,0,89970,107963,60327,55782,65851,72194,873589,1684288,896060,621037,426531,528665,"N"
28052,30000,"2","2","1",31,0,0,0,0,0,0,16226,16754,18271,19664,21257,23862,873589,1684288,896060,621037,426531,528665,"N"
28053,10000,"2","2","2",32,-1,-1,0,0,0,0,99,7439,8482,9517,9700,9656,873589,1684288,896060,621037,426531,528665,"Y"
28054,270000,"2","2","2",32,0,0,0,0,0,0,59739,50019,104428,94898,86494,83679,873589,1684288,896060,621037,426531,528665,"N"
28055,20000,"2","2","1",32,3,2,2,6,6,6,2422,2422,2423,2424,2422,2422,0,0,0,0,0,0,"Y"
28056,50000,"2","2","1",34,0,0,0,2,2,2,46000,47533,45238,35927,23018,22509,873589,1684288,896060,621037,0,528665,"N"
28057,60000,"2","1","2",33,1,2,0,0,0,0,11789,11304,12804,14273,15234,16333,0,1684288,896060,621037,426531,528665,"N"
28058,50000,"2","3","1",34,2,2,2,2,2,2,28346,32859,33808,32363,34321,19776,873589,1684288,0,621037,0,528665,"Y"
28060,80000,"2","3","1",35,1,2,2,2,2,2,68474,70069,71472,73887,74530,72885,873589,1684288,896060,621037,0,528665,"Y"
28061,50000,"2","2","1",47,0,0,0,0,0,0,48459,49693,49438,47558,28740,28086,873589,1684288,896060,621037,426531,528665,"N"
28062,140000,"2","1","1",40,2,2,2,2,2,2,21958,27539,31777,30965,33161,32503,873589,1684288,0,621037,0,528665,"Y"
28063,4e+05,"2","1","2",36,-1,-1,-1,-1,0,-1,873,1456,6686,3092,1959,51697,873589,1684288,896060,621037,426531,528665,"N"
28064,50000,"2","3","1",44,0,0,2,0,0,0,13932,11560,5928,4968,3073,2187,873589,0,896060,0,426531,0,"N"
28067,230000,"2","3","1",33,0,0,0,0,0,0,233358,222275,210845,211211,179619,176993,873589,1684288,896060,621037,426531,528665,"N"
28068,210000,"2","1","2",31,0,0,0,-1,0,0,9621,10986,1245,24544,24303,22700,873589,1684288,896060,621037,426531,528665,"N"
28069,1e+05,"2","2","2",40,0,0,0,0,0,0,92411,85361,76124,77082,77884,75972,873589,1684288,896060,621037,426531,528665,"N"
28070,210000,"2","2","1",44,0,0,0,0,0,0,124132,127311,92765,89814,80782,139188,873589,1684288,896060,621037,426531,528665,"N"
28072,150000,"2","2","1",47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
28073,40000,"2","5","1",48,0,0,0,0,0,0,36589,37898,40258,40361,39972,39978,873589,1684288,896060,0,0,0,"N"
28074,120000,"2","3","2",26,1,-1,2,-1,0,-1,0,1293,633,1274,642,652,873589,0,896060,0,426531,528665,"Y"
28075,50000,"2","2","2",26,0,0,0,0,0,0,49347,39494,35756,31211,31801,32539,873589,1684288,896060,621037,426531,528665,"N"
28076,360000,"2","1","2",26,-1,-1,-1,-1,-1,-1,328,3630,1578,-250,9896,2065,873589,1684288,0,621037,426531,528665,"N"
28077,80000,"2","3","1",42,2,2,2,2,0,0,17525,20514,25925,19086,15211,13053,873589,1684288,0,0,0,528665,"Y"
28078,230000,"2","1","2",46,-1,-1,-1,-1,-1,-1,725,728,731,1034,1178,875,873589,1684288,896060,621037,426531,528665,"N"
28079,50000,"2","2","1",38,0,0,0,0,-2,-2,6396,3298,4238,0,0,0,873589,1684288,0,0,0,0,"Y"
28080,150000,"2","2","3",48,0,0,0,0,0,-2,3651,5202,6217,4695,0,0,873589,1684288,896060,0,0,0,"N"
28081,20000,"2","3","1",35,0,0,0,0,0,2,7192,6764,7372,8535,7817,6338,873589,1684288,896060,621037,0,528665,"N"
28082,10000,"2","3","1",44,5,4,3,2,2,2,8676,8389,8105,7807,8567,8315,0,0,0,621037,0,528665,"Y"
28083,140000,"2","1","1",41,0,0,0,0,0,0,80596,80173,73284,70476,55298,50229,873589,1684288,896060,621037,426531,528665,"N"
28085,290000,"2","2","2",36,0,0,0,0,2,0,110727,108621,70686,71058,65493,63453,873589,1684288,896060,0,426531,528665,"N"
28086,170000,"2","2","1",36,-1,-1,-1,-1,-1,-1,862,2144,5503,208,569,1061,873589,1684288,896060,621037,426531,528665,"N"
28087,420000,"2","3","1",39,-2,-2,-2,-2,-2,-2,2518,3622,11406,5290,23053,2481,873589,1684288,896060,621037,426531,0,"N"
28088,120000,"2","2","2",33,-1,-1,-1,-1,-1,-1,496,579,566,532,625,575,873589,1684288,896060,621037,426531,528665,"N"
28089,150000,"2","2","1",40,-2,-2,-2,-2,-2,-2,3024,41000,16410,40141,4988,19906,873589,1684288,896060,621037,426531,528665,"N"
28091,1e+05,"2","2","1",48,0,0,0,0,0,0,109013,97001,80933,72670,67106,68470,873589,1684288,896060,621037,426531,528665,"N"
28092,40000,"2","3","2",41,0,0,0,0,-2,-2,72914,37804,35671,0,0,0,873589,1684288,0,0,0,0,"Y"
28095,3e+05,"2","3","1",46,0,0,0,-1,0,0,147271,150164,-3756,4066,1663,0,873589,0,896060,0,0,0,"N"
28096,150000,"2","2","2",41,-1,-1,-1,-1,-1,-1,343,347,351,354,497,8084,873589,1684288,896060,621037,426531,528665,"N"
28097,50000,"2","2","1",39,1,2,2,2,0,0,27135,26417,29186,28430,29036,30053,0,1684288,0,621037,426531,528665,"Y"
28098,350000,"2","1","1",37,-2,-2,-2,-2,-2,-2,6216,27858,36182,34070,26403,67681,873589,1684288,896060,621037,426531,528665,"N"
28099,170000,"2","2","2",45,-1,-1,-1,-1,0,-1,1670,1677,1683,3327,1677,1670,873589,1684288,896060,0,426531,528665,"N"
28100,220000,"2","2","2",31,2,2,2,2,0,0,182175,176785,187010,170987,167777,168416,0,1684288,0,621037,426531,528665,"Y"
28102,2e+05,"2","1","2",30,0,0,0,0,2,0,89889,92580,96074,103519,100964,103379,873589,1684288,896060,0,426531,528665,"N"
28103,180000,"2","1","2",30,2,2,2,2,0,0,14052,16991,16923,17537,18440,20140,873589,1684288,896060,621037,426531,0,"Y"
28104,50000,"2","1","1",31,1,2,2,0,0,0,50895,51192,50095,50331,29698,30258,873589,1684288,896060,621037,426531,528665,"Y"
28105,50000,"2","2","2",35,1,2,0,0,-1,0,31550,30759,33532,12947,3379,5146,0,1684288,896060,621037,426531,528665,"N"
28106,180000,"2","1","1",39,-1,-1,-1,-1,-1,-1,917,6837,18421,14033,961,958,873589,1684288,896060,621037,426531,528665,"N"
28107,5e+05,"2","1","2",44,-2,-2,-2,-2,-2,-2,30036,10675,14626,0,3858,6791,873589,1684288,0,621037,426531,0,"N"
28108,160000,"2","2","2",45,1,-2,-2,-2,-2,-1,0,0,0,0,0,390,0,0,0,0,426531,528665,"N"
28109,120000,"2","1","2",37,2,2,2,2,2,2,782,792,801,810,1236,632,873589,1684288,896060,621037,0,528665,"Y"
28110,60000,"2","2","1",39,-1,-1,-1,-2,-2,-1,12560,1229,0,0,0,480,873589,0,0,0,426531,0,"Y"
28112,210000,"2","2","1",36,0,0,0,0,0,0,13472,14773,14943,15748,16077,13792,873589,1684288,896060,621037,426531,528665,"N"
28113,480000,"2","2","2",38,-2,-2,-1,0,0,0,5612,7579,123954,177006,273408,293150,873589,1684288,896060,621037,426531,528665,"N"
28114,140000,"2","3","2",43,0,0,0,0,0,0,140850,131901,123521,126457,129363,137557,873589,1684288,896060,621037,426531,528665,"N"
28115,150000,"2","2","1",38,0,0,0,0,0,0,149978,152245,152229,116785,72346,73294,873589,1684288,896060,621037,426531,528665,"N"
28117,350000,"2","1","1",41,0,0,0,0,0,0,15445,17873,23545,29102,36260,38201,873589,1684288,896060,621037,426531,528665,"N"
28118,-99,"orthodontist","2","2",125,0,0,0,0,0,0,111055,111522,12637,13657,14417,15178,873589,1684288,896060,621037,426531,528665,"N"
28119,420000,"2","1","1",39,0,0,0,0,0,0,298810,305039,312317,315934,275468,278802,873589,1684288,896060,621037,426531,528665,"Y"
28120,80000,"2","1","1",41,0,0,0,0,-2,-2,12022,13049,3586,0,0,0,873589,1684288,0,0,0,0,"N"
28121,180000,"2","1","1",44,0,0,0,0,0,0,138691,139983,143012,145639,143679,133873,873589,1684288,896060,621037,426531,528665,"N"
28122,290000,"2","2","1",39,1,-2,-2,-2,-2,-2,-69,9531,371,3155,381,391,873589,1684288,896060,621037,426531,528665,"N"
28123,3e+05,"2","1","1",37,0,-1,-1,-1,-2,-1,4491,2533,3538,-5358,-8931,4072,873589,1684288,0,0,426531,528665,"N"
28124,80000,"2","2","1",41,0,0,0,2,0,0,78536,77137,76813,74762,57183,46759,873589,1684288,0,621037,426531,528665,"Y"
28125,230000,"2","2","1",39,-2,-2,-2,-2,-2,-2,0,0,1047,0,1932,0,0,1684288,0,621037,0,528665,"N"
28126,20000,"2","2","1",43,1,2,0,0,0,0,17251,16703,17447,18479,18800,19172,0,1684288,896060,621037,426531,528665,"N"
28127,20000,"2","2","2",39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
28128,2e+05,"2","1","1",40,-2,-2,-2,-2,-2,-2,-26,-24,-22,-20,-24,-26,0,0,0,0,0,528665,"N"
28129,5e+05,"2","1","2",35,-1,-1,-1,-1,0,0,33211,18507,22777,22481,25719,19712,873589,1684288,896060,621037,426531,528665,"N"
28130,10000,"2","3","1",49,0,0,0,0,0,0,9843,10020,7590,9382,9611,9802,873589,1684288,896060,621037,426531,528665,"N"
28132,250000,"2","2","1",28,-2,-2,-2,-2,-2,-2,0,0,0,0,4527,306,0,0,0,621037,426531,528665,"N"
28134,50000,"2","2","1",39,0,0,0,0,0,0,37513,33510,25626,26439,19427,19448,873589,1684288,896060,621037,426531,528665,"N"
28135,550000,"2","1","2",44,0,-1,-1,0,0,-1,27084,30781,7413,16058,22795,80837,873589,1684288,896060,621037,426531,528665,"N"
28137,50000,"2","3","1",44,0,0,0,0,0,0,46376,47366,48912,49797,8830,9013,873589,1684288,896060,621037,426531,528665,"N"
28139,330000,"2","3","1",45,0,0,0,0,0,0,33387,34526,35422,34785,35485,36229,873589,1684288,896060,621037,426531,528665,"N"
28141,180000,"2","1","2",44,-2,-2,-2,-2,-2,-2,16952,0,623,0,0,0,0,1684288,0,0,0,528665,"N"
28142,2e+05,"2","3","1",36,0,0,0,0,0,0,167418,171515,176001,171392,177275,182011,873589,1684288,896060,621037,426531,528665,"N"
28143,430000,"2","5","2",44,0,0,0,0,0,0,626645,586811,547641,504437,462626,420582,873589,1684288,896060,621037,426531,528665,"N"
28145,210000,"2","2","2",41,-2,-2,-2,-2,-2,-2,0,8363,0,0,0,0,873589,0,0,0,0,0,"N"
28146,360000,"2","2","1",47,-1,0,0,-1,-1,-1,71033,37097,49052,32798,31520,22343,873589,1684288,896060,621037,426531,528665,"N"
28147,2e+05,"2","2","1",48,-2,-2,-1,-1,0,0,2246,6740,1380,24838,23357,7071,873589,1684288,896060,0,426531,528665,"N"
28149,170000,"2","3","2",47,-1,-1,-1,-1,-1,-1,16083,5434,8813,874,360,4759,873589,1684288,896060,621037,426531,528665,"N"
28150,50000,"2","3","1",49,2,2,2,0,0,0,47955,48971,47912,98305,19971,20028,873589,0,896060,621037,426531,528665,"N"
28151,20000,"2","3","2",48,1,3,2,4,5,4,18035,18431,21531,22788,22178,21268,873589,1684288,896060,0,0,0,"Y"
28152,3e+05,"2","1","2",32,0,0,0,0,0,0,169222,179211,199201,202453,200923,-7,873589,1684288,896060,621037,426531,528665,"N"
28153,2e+05,"2","1","1",40,1,-2,-2,-2,-2,-2,2421,0,0,0,0,0,0,0,0,0,0,0,"N"
28154,210000,"2","1","1",34,0,0,0,0,0,0,73386,74336,75696,76174,76362,77028,873589,1684288,896060,621037,426531,528665,"N"
28156,210000,"2","2","1",43,-1,-1,-1,-1,-1,-1,3099,5052,8026,1290,1007,3351,873589,1684288,896060,621037,426531,528665,"N"
28157,80000,"2","2","1",32,0,0,0,0,0,0,77798,77155,79108,81105,69548,70296,873589,1684288,896060,621037,426531,528665,"N"
28159,320000,"2","2","2",35,0,0,0,0,0,0,94575,96693,78486,71125,44708,53244,873589,1684288,896060,621037,426531,528665,"N"
28161,260000,"2","1","2",29,0,0,-1,0,0,0,78344,44150,27765,27716,27918,28146,873589,1684288,896060,621037,426531,528665,"N"
28162,230000,"2","3","2",46,0,0,0,0,0,0,273098,341652,344013,160356,85676,-367,873589,1684288,896060,621037,426531,528665,"N"
28164,160000,"2","3","1",41,1,2,2,2,0,0,45087,46051,47227,46178,47097,50064,873589,1684288,0,621037,426531,528665,"N"
28165,210000,"2","1","1",30,0,0,0,0,0,0,187214,140441,107794,84532,81820,52476,873589,1684288,896060,621037,426531,528665,"N"
28167,30000,"2","1","1",32,0,0,0,0,0,0,27756,29254,28601,29275,29982,30498,873589,1684288,896060,621037,426531,528665,"Y"
28168,70000,"2","2","1",31,0,0,0,0,0,0,38563,43858,33747,25924,26230,26796,873589,1684288,896060,621037,426531,528665,"N"
28170,350000,"2","1","2",30,-2,-2,-2,-2,-2,-2,930,560,652,181,859,1250,873589,1684288,896060,621037,426531,528665,"N"
